,"Time,s","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,",Fall
352,3.52,-4.832,32.32,-32.15,0.5295,-0.4271,0.5704,0.0
353,3.53,30.61,39.95,-15.22,0.5293,-0.4286,0.568,0.0
354,3.54,70.47,19.08,10.27,0.5289,-0.4301,0.5656,0.0
355,3.55,93.43,-11.67,7.801,0.5283,-0.4314,0.5635,0.0
356,3.56,79.73,-54.76,20.55,0.5275,-0.4323,0.5615,0.0
357,3.57,81.35,-73.83,17.5,0.5266,-0.433,0.5599,0.0
358,3.58,53.16,-92.24,-7.23,0.5257,-0.4335,0.5584,0.0
359,3.59,52.75,-78.55,-7.23,0.5249,-0.4338,0.5572,0.0
360,3.6,51.95,-58.12,-33.3,0.5241,-0.434,0.5564,0.0
361,3.61,48.32,-53.19,-32.15,0.5231,-0.4342,0.5559,0.0
362,3.62,43.49,-57.68,-21.5,0.522,-0.4341,0.556,0.0
363,3.63,37.45,-48.25,-32.15,0.5209,-0.4338,0.5564,0.0
364,3.64,45.91,-36.58,-48.9,0.5197,-0.4331,0.5571,0.0
365,3.65,47.92,-15.71,-66.97,0.5186,-0.4323,0.558,0.0
366,3.66,28.19,6.284,-58.03,0.5175,-0.4312,0.5592,0.0
367,3.67,17.72,27.83,-48.33,0.5164,-0.4301,0.5603,0.0
368,3.68,12.08,47.35,-34.25,0.5154,-0.4292,0.5614,0.0
369,3.69,0.4027,46.45,-40.53,0.5142,-0.4283,0.5624,0.0
370,3.7,-6.041,35.68,-39.0,0.5129,-0.4276,0.5633,0.0
371,3.71,-24.56,21.54,-47.38,0.5114,-0.4271,0.5641,0.0
372,3.72,-39.06,22.89,-64.5,0.5097,-0.4266,0.565,0.0
373,3.73,-45.91,40.62,-101.0,0.5078,-0.4263,0.5658,0.0
374,3.74,-49.93,79.67,-116.6,0.5058,-0.4261,0.5666,0.0
375,3.75,-55.57,124.6,-133.4,0.5036,-0.426,0.5673,0.0
376,3.76,-59.2,138.2,-134.3,0.5014,-0.4259,0.5682,0.0
377,3.77,-73.29,130.8,-148.0,0.4992,-0.4257,0.5691,0.0
378,3.78,-83.36,84.38,-153.4,0.497,-0.4254,0.5702,0.0
379,3.79,-96.25,19.08,-158.1,0.495,-0.4251,0.5716,0.0
380,3.8,-90.21,-28.28,-138.7,0.4931,-0.4247,0.5729,0.0
381,3.81,-80.94,-38.15,-129.4,0.4918,-0.4241,0.5741,0.0
382,3.82,-47.92,-32.77,-86.0,0.4906,-0.4235,0.5753,0.0
383,3.83,10.87,-29.4,-52.7,0.4897,-0.423,0.5765,0.0
384,3.84,70.88,6.733,-58.03,0.4887,-0.4226,0.5775,0.0
385,3.85,93.43,56.1,-55.75,0.4876,-0.4221,0.5786,0.0
386,3.86,79.73,111.3,-56.13,0.4862,-0.4215,0.5802,0.0
387,3.87,28.99,147.4,-61.07,0.4846,-0.4207,0.5822,0.0
388,3.88,-50.34,167.4,-72.3,0.483,-0.4202,0.5843,0.0
389,3.89,-91.41,153.7,-100.6,0.4815,-0.4202,0.586,0.0
390,3.9,-112.4,125.4,-102.0,0.4801,-0.4207,0.5875,0.0
391,3.91,-114.0,64.41,-102.0,0.479,-0.4216,0.5885,0.0
392,3.92,-101.5,-8.303,-101.0,0.4783,-0.4226,0.5893,0.0
393,3.93,-41.08,-77.2,-51.18,0.4783,-0.4233,0.5897,0.0
394,3.94,54.36,-157.8,-24.92,0.4793,-0.4236,0.5898,0.0
395,3.95,173.2,-220.6,0.9513,0.4809,-0.4229,0.5899,0.0
396,3.96,244.0,-226.7,30.25,0.483,-0.4212,0.5902,0.0
397,3.97,291.2,-163.2,27.4,0.485,-0.4185,0.5908,0.0
398,3.98,236.0,-72.71,-5.327,0.4867,-0.4151,0.5917,0.0
399,3.99,122.0,27.83,-10.65,0.4884,-0.4114,0.5929,0.0
400,4.0,11.28,71.81,-3.425,0.4901,-0.4079,0.5943,0.0
401,4.01,-69.26,113.8,2.473,0.4921,-0.4051,0.5957,0.0
402,4.02,-116.4,121.6,14.08,0.494,-0.4029,0.597,0.0
403,4.03,-116.8,80.57,69.83,0.4956,-0.4016,0.5979,0.0
404,4.04,-121.6,81.02,109.4,0.4968,-0.401,0.5986,0.0
405,4.05,-133.3,72.71,133.4,0.4978,-0.401,0.5991,0.0
406,4.06,-137.3,64.86,126.0,0.4986,-0.4011,0.5995,0.0
407,4.07,-102.7,60.14,147.5,0.4994,-0.4011,0.6,0.0
408,4.08,-50.74,1.571,163.6,0.5002,-0.4011,0.6002,0.0
409,4.09,-38.66,-61.04,148.4,0.5014,-0.4011,0.5998,0.0
410,4.1,6.443,-62.39,149.9,0.503,-0.4007,0.5992,0.0
411,4.11,-5.235,-118.3,131.3,0.5051,-0.3999,0.5982,0.0
412,4.12,-22.15,-91.79,115.3,0.5076,-0.3986,0.5971,0.0
413,4.13,-68.46,-73.83,82.96,0.5104,-0.3968,0.5959,0.0
414,4.14,-105.9,-19.08,97.61,0.5134,-0.3949,0.5944,0.0
415,4.15,-116.8,-30.75,98.56,0.5164,-0.3932,0.5929,0.0
416,4.16,-130.1,-24.01,71.35,0.5194,-0.3917,0.5912,0.0
417,4.17,-77.72,19.08,77.63,0.5223,-0.3904,0.5893,0.0
418,4.18,7.249,31.19,70.78,0.5252,-0.3897,0.5873,0.0
419,4.19,179.2,32.77,111.3,0.5281,-0.3896,0.585,0.0
420,4.2,334.6,40.62,97.61,0.5308,-0.3902,0.5829,0.0
421,4.21,376.5,-21.54,81.05,0.5326,-0.3911,0.5814,0.0
422,4.22,331.4,-59.02,80.1,0.5334,-0.3922,0.5805,0.0
423,4.23,238.8,-135.8,56.7,0.5332,-0.3934,0.5804,0.0
424,4.24,126.9,-188.5,23.02,0.5322,-0.3946,0.5807,0.0
425,4.25,29.8,-193.4,-17.12,0.531,-0.3957,0.5813,0.0
426,4.26,-22.15,-188.5,-21.88,0.5297,-0.3966,0.5821,0.0
427,4.27,-69.26,-185.6,-25.31,0.5284,-0.3976,0.5828,0.0
428,4.28,-103.1,-175.3,-19.98,0.5273,-0.3983,0.5834,0.0
429,4.29,-119.2,-142.1,-40.53,0.5262,-0.3989,0.5842,0.0
430,4.3,-160.7,-123.4,-37.67,0.5254,-0.3993,0.5848,0.0
431,4.31,-196.9,-98.74,-47.95,0.525,-0.3995,0.5854,0.0
432,4.32,-194.9,-95.6,-42.43,0.5252,-0.3996,0.5856,0.0
433,4.33,-123.2,21.54,-61.07,0.5257,-0.3995,0.5857,0.0
434,4.34,-77.32,66.43,-53.27,0.5263,-0.3994,0.5858,0.0
435,4.35,-43.89,31.64,-43.0,0.5268,-0.3992,0.5862,0.0
436,4.36,3.222,12.79,-38.05,0.5269,-0.3989,0.5867,0.0
437,4.37,72.89,7.855,-22.45,0.5267,-0.3987,0.5871,0.0
438,4.38,98.66,-28.28,-30.25,0.5263,-0.3983,0.5874,0.0
439,4.39,109.5,-38.15,-43.0,0.5256,-0.398,0.5877,0.0
440,4.4,124.4,-21.1,-67.35,0.5248,-0.3975,0.5879,0.0
441,4.41,113.2,-13.24,-112.3,0.5238,-0.397,0.5882,0.0
442,4.42,81.35,-6.284,-137.8,0.5228,-0.3962,0.5886,0.0
443,4.43,39.87,-6.284,-146.5,0.5216,-0.3953,0.5891,0.0
444,4.44,16.11,-6.733,-129.0,0.5204,-0.3943,0.5898,0.0
445,4.45,-15.71,-22.89,-111.9,0.5191,-0.3933,0.5903,0.0
446,4.46,-39.46,-39.05,-97.61,0.5179,-0.3924,0.5908,0.0
447,4.47,-65.24,-63.06,-95.13,0.5169,-0.3914,0.5912,0.0
448,4.48,-77.72,-72.71,-104.5,0.516,-0.3904,0.5915,0.0
449,4.49,-101.5,-112.2,-106.4,0.5153,-0.3894,0.5917,0.0
450,4.5,-114.8,-127.0,-81.62,0.5148,-0.3883,0.5918,0.0
451,4.51,-112.4,-128.4,-96.65,0.5147,-0.3872,0.5917,0.0
452,4.52,-105.1,-123.4,-101.0,0.5148,-0.386,0.5917,0.0
453,4.53,-77.32,-130.8,-111.9,0.5152,-0.3849,0.5917,0.0
454,4.54,-47.92,-159.1,-113.2,0.5155,-0.3838,0.5918,0.0
455,4.55,-8.457,-189.9,-115.7,0.5158,-0.3829,0.5918,0.0
456,4.56,21.34,-195.7,-128.4,0.516,-0.3822,0.5919,0.0
457,4.57,39.46,-164.5,-134.7,0.5163,-0.3815,0.592,0.0
458,4.58,41.88,-120.1,-117.6,0.5166,-0.3809,0.592,0.0
459,4.59,30.2,-91.79,-106.9,0.5168,-0.3804,0.592,0.0
460,4.6,8.859,-83.93,-118.2,0.5171,-0.38,0.5919,0.0
461,4.61,-8.859,-73.16,-152.8,0.5173,-0.3796,0.5918,0.0
462,4.62,-31.81,-69.79,-188.6,0.5177,-0.3789,0.5919,0.0
463,4.63,-66.45,-93.81,-206.1,0.5184,-0.3778,0.5923,0.0
464,4.64,-98.26,-119.6,-226.0,0.5193,-0.3766,0.5927,0.0
465,4.65,-122.4,-122.5,-195.8,0.5203,-0.3751,0.5932,0.0
466,4.66,-130.1,-101.7,-147.5,0.5218,-0.3734,0.5934,0.0
467,4.67,-120.4,-82.14,-75.73,0.5237,-0.372,0.5932,0.0
468,4.68,-114.8,-27.83,2.473,0.526,-0.3707,0.5926,0.0
469,4.69,-88.19,64.86,77.63,0.5284,-0.3701,0.5916,0.0
470,4.7,-15.3,157.3,169.0,0.5312,-0.3706,0.5899,0.0
471,4.71,121.2,255.8,227.6,0.5337,-0.3727,0.5878,0.0
472,4.72,296.4,395.4,252.5,0.5357,-0.3761,0.5855,0.0
473,4.73,482.4,440.5,253.4,0.5365,-0.3807,0.5838,0.0
474,4.74,551.3,254.9,233.5,0.5355,-0.3863,0.5828,0.0
475,4.75,429.7,27.38,171.4,0.5331,-0.3921,0.5827,0.0
476,4.76,309.7,-122.1,132.8,0.5301,-0.397,0.5833,0.0
477,4.77,149.4,-193.4,156.8,0.5272,-0.401,0.5841,0.0
478,4.78,-38.66,-176.2,193.3,0.5247,-0.4039,0.5849,0.0
479,4.79,-167.9,-123.0,198.6,0.5226,-0.4061,0.5851,0.0
480,4.8,-254.1,-64.41,162.1,0.521,-0.4075,0.5846,0.0
481,4.81,-294.4,0.4488,119.1,0.5199,-0.4084,0.584,0.0
482,4.82,-321.8,43.99,121.0,0.5192,-0.4085,0.5835,0.0
483,4.83,-333.4,98.07,138.1,0.5188,-0.4082,0.5833,0.0
484,4.84,-292.4,158.7,165.0,0.5186,-0.4079,0.5832,0.0
485,4.85,-191.3,224.2,192.0,0.5183,-0.4079,0.5828,0.0
486,4.86,-12.08,264.1,250.0,0.5176,-0.409,0.5821,0.0
487,4.87,174.0,327.7,213.3,0.5163,-0.4113,0.5809,0.0
488,4.88,252.5,304.8,185.1,0.5144,-0.4144,0.5795,0.0
489,4.89,372.9,283.7,172.8,0.5125,-0.4181,0.5777,0.0
490,4.9,307.3,104.6,111.9,0.5108,-0.4218,0.5754,0.0
491,4.91,208.6,35.23,68.3,0.5098,-0.4246,0.5729,0.0
492,4.92,92.22,20.42,48.33,0.5096,-0.4262,0.5703,0.0
493,4.93,-2.416,10.77,8.372,0.5099,-0.4266,0.568,0.0
494,4.94,-41.48,-29.85,26.83,0.5105,-0.4264,0.5659,0.0
495,4.95,-82.55,-79.0,30.82,0.5111,-0.426,0.564,0.0
496,4.96,-71.68,-16.61,59.17,0.5116,-0.4256,0.5625,0.0
497,4.97,-39.46,-97.17,96.27,0.5117,-0.4252,0.5614,0.0
498,4.98,25.77,-36.13,116.3,0.5117,-0.4248,0.5605,0.0
499,4.99,68.46,-41.97,85.43,0.5112,-0.4243,0.56,0.0
500,5.0,72.08,-37.7,61.46,0.5102,-0.4234,0.56,0.0
501,5.01,57.99,-14.14,69.26,0.5088,-0.4224,0.5605,0.0
502,5.02,21.34,12.12,68.88,0.5074,-0.4213,0.5611,0.0
503,5.03,-16.11,15.04,70.4,0.5062,-0.4204,0.5615,0.0
504,5.04,-20.54,45.33,51.18,0.5053,-0.4197,0.5617,0.0
505,5.05,-2.416,37.7,53.27,0.5047,-0.4192,0.5619,0.0
506,5.06,-23.76,18.63,45.85,0.5041,-0.4185,0.562,0.0
507,5.07,-59.6,27.83,48.33,0.5038,-0.4175,0.5624,0.0
508,5.08,-68.86,28.73,51.18,0.5034,-0.4162,0.563,0.0
509,5.09,-63.63,19.08,48.33,0.5031,-0.4149,0.5637,0.0
510,5.1,-52.35,-3.815,42.05,0.5027,-0.4137,0.5646,0.0
511,5.11,-30.61,-34.56,23.02,0.5019,-0.4127,0.5655,0.0
512,5.12,7.249,-81.46,19.6,0.5007,-0.4118,0.5666,0.0
513,5.13,23.76,-83.93,22.45,0.4992,-0.4109,0.5679,0.0
514,5.14,22.95,-69.35,27.4,0.4973,-0.4098,0.5694,0.0
515,5.15,27.38,-58.12,35.2,0.4953,-0.4085,0.5711,0.0
516,5.16,34.23,-37.03,20.55,0.4934,-0.4071,0.5729,0.0
517,5.17,15.3,-9.874,-10.65,0.4917,-0.4055,0.575,0.0
518,5.18,-12.08,11.22,6.849,0.4903,-0.4038,0.5772,0.0
519,5.19,-39.46,33.21,-9.703,0.4892,-0.4022,0.5794,0.0
520,5.2,-62.42,61.94,-35.2,0.4885,-0.4006,0.5815,0.0
521,5.21,-62.02,81.02,-28.35,0.4879,-0.3991,0.5836,0.0
522,5.22,-55.17,72.71,-42.05,0.4875,-0.3977,0.5854,0.0
523,5.23,-48.32,50.72,-62.41,0.4871,-0.3964,0.5873,0.0
524,5.24,-36.24,34.11,-65.45,0.4867,-0.395,0.5892,0.0
525,5.25,-40.67,15.04,-71.35,0.4863,-0.3936,0.5912,0.0
526,5.26,-50.74,15.04,-63.93,0.4859,-0.3921,0.5932,0.0
527,5.27,-74.1,1.571,-54.61,0.4854,-0.3906,0.5954,0.0
528,5.28,-95.04,-10.77,-67.92,0.4852,-0.3893,0.5977,0.0
529,5.29,-108.7,-15.04,-62.98,0.4851,-0.3882,0.5999,0.0
530,5.3,-130.1,-73.16,-56.13,0.4851,-0.3874,0.6022,0.0
531,5.31,-118.0,-112.9,-51.75,0.4854,-0.387,0.6044,0.0
532,5.32,-97.05,-164.9,-44.9,0.4861,-0.3869,0.6065,0.0
533,5.33,-70.47,-185.1,-21.88,0.4869,-0.387,0.6088,0.0
534,5.34,-72.08,-164.0,0.0,0.4881,-0.3869,0.6113,0.0
535,5.35,-85.37,-147.4,6.849,0.4895,-0.3866,0.6141,0.0
536,5.36,-101.9,-125.4,32.15,0.491,-0.3861,0.6168,0.0
537,5.37,-112.8,-120.1,75.15,0.493,-0.3855,0.6195,0.0
538,5.38,-84.97,-101.7,100.1,0.4954,-0.3849,0.6218,0.0
539,5.39,-39.46,-91.34,102.9,0.4984,-0.3838,0.6238,0.0
540,5.4,36.24,-77.2,96.27,0.5018,-0.3821,0.6255,0.0
541,5.41,87.79,-68.9,87.9,0.5056,-0.3797,0.627,0.0
542,5.42,116.4,18.18,110.4,0.51,-0.3762,0.6282,0.0
543,5.43,99.47,143.6,108.5,0.5147,-0.3722,0.6293,0.0
544,5.44,47.52,264.6,129.0,0.5193,-0.3679,0.6304,0.0
545,5.45,-14.5,268.0,126.5,0.5233,-0.3639,0.6318,0.0
546,5.46,-53.56,220.2,130.9,0.5268,-0.3601,0.6335,0.0
547,5.47,-87.39,146.1,122.1,0.5297,-0.3565,0.6355,0.0
548,5.48,-84.16,72.26,106.4,0.5325,-0.3532,0.6374,0.0
549,5.49,-85.37,-12.79,87.33,0.535,-0.3502,0.6393,0.0
550,5.5,-84.97,-108.8,79.15,0.5374,-0.3476,0.6409,0.0
551,5.51,-100.3,-195.7,52.32,0.5398,-0.3449,0.6421,0.0
552,5.52,-140.1,-272.0,6.849,0.5426,-0.3421,0.6431,0.0
553,5.53,-163.5,-253.8,-29.3,0.5458,-0.3388,0.6436,0.0
554,5.54,-177.6,-243.3,-49.85,0.5496,-0.3352,0.644,0.0
555,5.55,-142.6,-219.7,-31.2,0.5542,-0.3314,0.6441,0.0
556,5.56,-9.665,-135.8,-11.8,0.5594,-0.3274,0.6441,0.0
557,5.57,244.4,-56.55,43.95,0.5649,-0.3236,0.644,0.0
558,5.58,397.5,-48.25,62.03,0.5702,-0.3195,0.6444,0.0
559,5.59,459.9,-97.17,135.3,0.5744,-0.3153,0.6457,0.0
560,5.6,435.7,-73.83,179.6,0.5775,-0.3106,0.6479,0.0
561,5.61,389.0,-51.17,184.6,0.5794,-0.3059,0.6509,0.0
562,5.62,296.8,-58.57,131.9,0.5799,-0.3015,0.6545,0.0
563,5.63,150.2,-46.45,61.07,0.5793,-0.2973,0.6588,0.0
564,5.64,4.027,-0.4488,-11.23,0.5783,-0.2933,0.6634,0.0
565,5.65,-103.1,25.81,-66.4,0.5774,-0.2895,0.6679,0.0
566,5.66,-169.5,29.85,-91.71,0.5771,-0.2862,0.672,0.0
567,5.67,-183.6,24.46,-111.3,0.5776,-0.2834,0.6755,0.0
568,5.68,-169.1,-19.52,-118.2,0.5787,-0.281,0.6783,0.0
569,5.69,-153.8,-92.24,-76.68,0.5804,-0.2787,0.6806,0.0
570,5.7,-114.4,-142.5,-18.65,0.5825,-0.2761,0.6828,0.0
571,5.71,-45.1,-167.9,29.87,0.585,-0.2733,0.6849,0.0
572,5.72,28.19,-179.8,58.6,0.5876,-0.2701,0.6869,0.0
573,5.73,86.58,-193.9,49.28,0.59,-0.2666,0.6889,0.0
574,5.74,120.0,-197.7,19.03,0.5923,-0.2626,0.6911,0.0
575,5.75,77.72,-188.1,-1.522,0.5942,-0.258,0.6936,0.0
576,5.76,1.611,-177.7,-0.9513,0.5955,-0.2529,0.6967,0.0
577,5.77,-66.85,-171.9,21.5,0.5966,-0.2476,0.7001,0.0
578,5.78,-136.9,-163.6,49.85,0.5975,-0.2424,0.7035,0.0
579,5.79,-158.7,-125.0,80.1,0.5987,-0.2376,0.7065,0.0
580,5.8,-125.6,-93.36,57.08,0.6002,-0.2334,0.709,0.0
581,5.81,-46.31,-44.43,-5.898,0.6017,-0.2297,0.7112,0.0
582,5.82,0.0,18.18,-56.7,0.603,-0.2258,0.7132,0.0
583,5.83,60.0,38.15,-33.3,0.604,-0.2217,0.7154,0.0
584,5.84,115.6,52.29,15.6,0.6049,-0.2172,0.7174,0.0
585,5.85,140.9,27.38,30.82,0.6059,-0.2122,0.7194,0.0
586,5.86,143.4,-5.835,17.5,0.6071,-0.2064,0.7215,0.0
587,5.87,121.6,-26.26,-28.73,0.6082,-0.2,0.7239,0.0
588,5.88,101.9,43.99,-4.947,0.6092,-0.1929,0.7267,0.0
589,5.89,106.3,102.6,17.12,0.61,-0.1854,0.7297,0.0
590,5.9,163.1,114.7,-2.854,0.6108,-0.1778,0.7327,0.0
591,5.91,231.2,151.9,-43.95,0.6112,-0.1704,0.7359,0.0
592,5.92,222.7,213.9,-21.5,0.6107,-0.1635,0.7396,0.0
593,5.93,122.4,240.1,15.6,0.6092,-0.1573,0.7437,0.0
594,5.94,-4.43,220.6,-1.903,0.6071,-0.152,0.7481,0.0
595,5.95,-161.5,174.4,-100.1,0.6047,-0.1475,0.7524,0.0
596,5.96,-316.5,137.8,-144.6,0.6033,-0.1435,0.756,0.0
597,5.97,-443.4,100.1,-194.8,0.6037,-0.1396,0.7582,0.0
598,5.98,-440.6,57.23,-208.0,0.6062,-0.1357,0.7589,0.0
599,5.99,-305.2,-11.67,-205.5,0.6099,-0.1317,0.7586,0.0
600,6.0,-122.0,-107.5,-226.6,0.6138,-0.1273,0.7581,0.0
601,6.01,38.66,-140.7,-208.9,0.6169,-0.1221,0.7583,0.0
602,6.02,185.6,-119.2,-142.1,0.619,-0.116,0.7593,0.0
603,6.03,305.7,-64.86,-116.3,0.6206,-0.1095,0.7606,0.0
604,6.04,339.5,46.45,-96.65,0.6217,-0.1027,0.7624,0.0
605,6.05,306.5,205.6,-111.3,0.6219,-0.09571,0.7647,0.0
606,6.06,179.6,294.9,-126.9,0.6209,-0.08906,0.7679,0.0
607,6.07,20.94,326.1,-145.0,0.6189,-0.08289,0.7716,0.0
608,6.08,-116.4,306.6,-165.5,0.6165,-0.07709,0.7754,0.0
609,6.09,-165.1,283.7,-169.5,0.615,-0.07154,0.7783,0.0
610,6.1,-137.7,274.5,-203.6,0.6151,-0.0658,0.7798,0.0
611,6.11,-50.74,278.3,-212.3,0.6166,-0.05982,0.7801,0.0
612,6.12,32.62,286.1,-195.8,0.6182,-0.05365,0.7801,0.0
613,6.13,84.57,294.4,-184.2,0.6194,-0.04743,0.7803,0.0
614,6.14,72.08,259.2,-117.2,0.6197,-0.04132,0.7811,0.0
615,6.15,46.71,235.9,-81.05,0.6194,-0.03534,0.7821,0.0
616,6.16,27.79,221.3,-55.75,0.6189,-0.02948,0.7833,0.0
617,6.17,12.89,198.8,-64.5,0.6184,-0.02393,0.7844,0.0
618,6.18,-2.014,156.2,-70.78,0.6178,-0.01874,0.7854,0.0
619,6.19,-18.12,116.2,-86.38,0.6172,-0.01379,0.7862,0.0
620,6.2,-43.09,104.6,-83.53,0.6166,-0.009033,0.787,0.0
621,6.21,-67.25,91.34,-53.27,0.616,-0.00415,0.7877,0.0
622,6.22,-132.5,44.43,-26.83,0.6156,0.0008545,0.7881,0.0
623,6.23,-153.8,-13.24,-24.35,-0.6156,-0.006104,-0.7881,0.0
624,6.24,-138.5,-75.63,-0.9513,-0.6162,-0.01184,-0.7874,0.0
625,6.25,-101.5,-103.5,-4.376,-0.6173,-0.01825,-0.7863,0.0
626,6.26,-53.56,-106.4,8.372,-0.6185,-0.02558,-0.7848,0.0
627,6.27,31.41,-98.74,24.35,-0.6197,-0.03369,-0.7833,0.0
628,6.28,66.45,-80.12,31.77,-0.6203,-0.0423,-0.7819,0.0
629,6.29,37.45,-41.97,20.93,-0.6203,-0.05127,-0.7809,0.0
630,6.3,-17.72,19.52,12.75,-0.6196,-0.06012,-0.7802,0.0
631,6.31,-59.2,85.5,1.522,-0.6186,-0.06867,-0.7798,0.0
632,6.32,-136.9,108.8,-28.35,-0.6174,-0.07654,-0.7793,0.0
633,6.33,-174.0,88.87,-39.96,-0.6166,-0.08387,-0.7786,0.0
634,6.34,-194.9,12.12,-43.38,-0.616,-0.0907,-0.7776,0.0
635,6.35,-181.6,-42.86,-32.15,-0.6157,-0.09754,-0.7763,0.0
636,6.36,-164.7,-88.42,-28.35,-0.6154,-0.1047,-0.7749,0.0
637,6.37,-65.24,-139.1,8.372,-0.6151,-0.1122,-0.7732,0.0
638,6.38,65.24,-184.0,11.23,-0.6151,-0.1201,-0.771,0.0
639,6.39,203.0,-231.8,-3.425,-0.6153,-0.1283,-0.7685,0.0
640,6.4,309.7,-206.0,-48.9,-0.6153,-0.1365,-0.7659,0.0
641,6.41,325.4,-173.9,-81.62,-0.6148,-0.1447,-0.7634,0.0
642,6.42,271.8,-78.1,-97.61,-0.6141,-0.1526,-0.761,0.0
643,6.43,216.7,-14.59,-79.15,-0.6133,-0.1599,-0.7586,0.0
644,6.44,163.9,14.59,-92.85,-0.6125,-0.1665,-0.756,0.0
645,6.45,118.0,25.36,-101.0,-0.6119,-0.1724,-0.7534,0.0
646,6.46,76.11,22.44,-85.43,-0.6112,-0.1779,-0.7508,0.0
647,6.47,60.41,12.79,-77.06,-0.6109,-0.1829,-0.748,0.0
648,6.48,34.63,-9.201,-86.38,-0.6109,-0.1877,-0.7449,0.0
649,6.49,24.97,-31.64,-67.92,-0.6109,-0.1924,-0.7417,0.0
650,6.5,14.5,-61.94,-53.27,-0.6111,-0.1971,-0.7383,0.0
651,6.51,22.15,-92.24,-53.65,-0.6111,-0.2019,-0.7348,0.0
652,6.52,70.88,-100.5,-61.46,-0.6109,-0.207,-0.7314,0.0
653,6.53,105.9,-107.5,-55.18,-0.61,-0.2123,-0.7283,0.0
654,6.54,124.0,-81.46,-52.7,-0.6087,-0.2177,-0.7255,0.0
655,6.55,114.4,-41.97,-40.53,-0.607,-0.2234,-0.7227,0.0
656,6.56,88.19,-0.4488,-29.87,-0.605,-0.229,-0.7202,0.0
657,6.57,62.82,42.42,-37.1,-0.6026,-0.2346,-0.7178,0.0
658,6.58,30.2,79.0,-48.9,-0.6001,-0.2398,-0.7155,0.0
659,6.59,-7.651,89.77,-33.68,-0.5975,-0.2448,-0.7132,0.0
660,6.6,-40.67,94.7,-23.4,-0.5948,-0.2494,-0.711,0.0
661,6.61,-55.98,92.68,-8.372,-0.5923,-0.2537,-0.7087,0.0
662,6.62,-57.18,84.38,-6.849,-0.5899,-0.2579,-0.7065,0.0
663,6.63,-40.67,86.85,-19.98,-0.5874,-0.2619,-0.7044,0.0
664,6.64,-26.98,53.64,-15.6,-0.585,-0.2656,-0.7024,0.0
665,6.65,-16.91,30.3,-14.65,-0.5825,-0.2692,-0.7006,0.0
666,6.66,-26.18,10.77,-19.6,-0.58,-0.2728,-0.6989,0.0
667,6.67,-14.09,10.32,-23.02,-0.5775,-0.2764,-0.6971,0.0
668,6.68,-10.87,-15.04,-14.08,-0.575,-0.2802,-0.6953,0.0
669,6.69,-3.222,-37.7,-33.68,-0.5726,-0.2841,-0.6935,0.0
670,6.7,1.611,-53.64,-46.8,-0.5702,-0.2882,-0.6914,0.0
671,6.71,-15.71,-68.45,-53.27,-0.5676,-0.2923,-0.6894,0.0
672,6.72,-20.14,-83.03,-47.38,-0.5651,-0.2964,-0.6872,0.0
673,6.73,-24.97,-92.68,-30.25,-0.5628,-0.3004,-0.685,0.0
674,6.74,-44.3,-82.14,-46.8,-0.5605,-0.3042,-0.6826,0.0
675,6.75,-60.0,-61.04,-32.73,-0.5583,-0.3079,-0.6802,0.0
676,6.76,-81.35,-42.86,-32.73,-0.5563,-0.3113,-0.6779,0.0
677,6.77,-82.15,-20.42,-39.57,-0.5543,-0.3146,-0.6756,0.0
678,6.78,-92.62,-20.42,-54.61,-0.5522,-0.3178,-0.6735,0.0
679,6.79,-86.98,-9.874,-68.3,-0.5501,-0.3209,-0.6714,0.0
680,6.8,-78.93,10.32,-76.11,-0.5479,-0.324,-0.6693,0.0
681,6.81,-89.4,13.69,-62.41,-0.5459,-0.3274,-0.6671,0.0
682,6.82,-68.06,6.733,-27.78,-0.5439,-0.3307,-0.665,0.0
683,6.83,-26.98,-24.91,-5.327,-0.542,-0.334,-0.6629,0.0
684,6.84,9.262,-88.42,7.23,-0.54,-0.3374,-0.6612,0.0
685,6.85,55.98,-130.4,-6.849,-0.5378,-0.3408,-0.6596,0.0
686,6.86,87.79,-162.7,-12.18,-0.5352,-0.3444,-0.6582,0.0
687,6.87,105.1,-175.3,-20.93,-0.5324,-0.3482,-0.6568,0.0
688,6.88,101.5,-186.9,-27.4,-0.5296,-0.3518,-0.6553,0.0
689,6.89,66.85,-188.5,-26.45,-0.5266,-0.3554,-0.6537,0.0
690,6.9,28.19,-146.5,-56.7,-0.5239,-0.3587,-0.6521,0.0
691,6.91,1.611,-73.16,-71.35,-0.5212,-0.3617,-0.6504,0.0
692,6.92,-26.98,-19.97,-52.7,-0.5186,-0.3644,-0.649,0.0
693,6.93,-36.65,4.937,-34.63,-0.5162,-0.3668,-0.6477,0.0
694,6.94,-9.262,22.89,23.02,-0.5142,-0.369,-0.6464,0.0
695,6.95,40.67,54.31,40.53,-0.5125,-0.3713,-0.6449,0.0
696,6.96,143.4,105.9,26.45,-0.511,-0.3738,-0.6433,0.0
697,6.97,192.5,150.8,39.0,-0.5093,-0.3764,-0.6415,0.0
698,6.98,234.0,183.6,60.12,-0.5074,-0.3789,-0.6396,0.0
699,6.99,217.5,181.1,109.4,-0.5056,-0.3812,-0.6377,0.0
