,"Time,s","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,",Fall
29095,290.95,-3.222,9.874,13.7,-0.3996,-0.5386,-0.4583,0.0
29096,290.96,-6.041,15.71,18.08,-0.3996,-0.5388,-0.458,0.0
29097,290.97,-4.43,15.71,12.18,-0.3995,-0.539,-0.4578,0.0
29098,290.98,-8.859,8.303,12.18,-0.3994,-0.5392,-0.4577,0.0
29099,290.99,0.4027,11.67,11.8,-0.3994,-0.5393,-0.4575,0.0
29100,291.0,13.29,19.08,23.02,-0.3994,-0.5395,-0.4574,0.0
29101,291.01,9.665,6.733,10.27,-0.3994,-0.5396,-0.4572,0.0
29102,291.02,7.249,3.815,9.703,-0.3995,-0.5397,-0.4572,0.0
29103,291.03,12.89,7.406,0.5708,-0.3996,-0.5397,-0.4571,0.0
29104,291.04,12.08,6.284,7.801,-0.3996,-0.5398,-0.4571,0.0
29105,291.05,7.249,7.855,6.279,-0.3996,-0.5397,-0.4571,0.0
29106,291.06,-0.8054,-2.02,12.75,-0.3996,-0.5398,-0.4571,0.0
29107,291.07,-7.651,-1.571,9.703,-0.3997,-0.5398,-0.4572,0.0
29108,291.08,-14.09,-9.874,5.898,-0.3997,-0.5398,-0.4572,0.0
29109,291.09,-2.819,4.488,13.13,-0.3997,-0.5398,-0.4572,0.0
29110,291.1,-8.859,-4.937,4.376,-0.3998,-0.5398,-0.4571,0.0
29111,291.11,-4.027,-4.488,14.08,-0.3997,-0.5399,-0.4571,0.0
29112,291.12,-1.611,-0.4488,8.752,-0.3997,-0.54,-0.4571,0.0
29113,291.13,2.416,-2.469,15.22,-0.3997,-0.5401,-0.457,0.0
29114,291.14,4.027,-0.8977,12.18,-0.3997,-0.5402,-0.4569,0.0
29115,291.15,0.4027,-1.571,18.08,-0.3997,-0.5403,-0.4569,0.0
29116,291.16,3.222,10.32,21.5,-0.3997,-0.5402,-0.4569,0.0
29117,291.17,1.611,6.284,24.35,-0.3998,-0.5401,-0.4568,0.0
29118,291.18,-0.4027,7.406,10.65,-0.3998,-0.5401,-0.4568,0.0
29119,291.19,-6.846,3.366,9.323,-0.3999,-0.5401,-0.4568,0.0
29120,291.2,-2.014,2.917,15.22,-0.3999,-0.54,-0.4568,0.0
29121,291.21,2.014,5.835,4.947,-0.3999,-0.54,-0.4568,0.0
29122,291.22,0.0,2.02,5.327,-0.4,-0.5399,-0.4567,0.0
29123,291.23,4.027,2.02,16.55,-0.4,-0.5399,-0.4568,0.0
29124,291.24,1.611,5.386,8.752,-0.4001,-0.5398,-0.4568,0.0
29125,291.25,6.443,5.835,19.98,-0.4001,-0.5398,-0.4568,0.0
29126,291.26,6.443,9.874,12.75,-0.4001,-0.5398,-0.4569,0.0
29127,291.27,2.819,4.937,8.372,-0.4001,-0.5398,-0.4569,0.0
29128,291.28,-4.832,0.0,11.23,-0.4001,-0.5397,-0.457,0.0
29129,291.29,-2.819,0.0,17.5,-0.4002,-0.5396,-0.4571,0.0
29130,291.3,1.611,3.815,14.08,-0.4002,-0.5395,-0.4572,0.0
29131,291.31,-1.611,-1.571,14.08,-0.4002,-0.5394,-0.4573,0.0
29132,291.32,4.832,3.815,11.8,-0.4002,-0.5393,-0.4574,0.0
29133,291.33,16.91,6.284,9.703,-0.4002,-0.5392,-0.4575,0.0
29134,291.34,2.819,-0.8977,11.23,-0.4003,-0.539,-0.4575,0.0
29135,291.35,0.8054,3.815,15.6,-0.4003,-0.5389,-0.4577,0.0
29136,291.36,-6.041,-1.571,8.372,-0.4003,-0.5388,-0.4577,0.0
29137,291.37,-10.07,2.469,0.9513,-0.4003,-0.5386,-0.4578,0.0
29138,291.38,-24.56,-0.4488,10.65,-0.4003,-0.5385,-0.4579,0.0
29139,291.39,-20.54,-0.4488,10.27,-0.4003,-0.5384,-0.458,0.0
29140,291.4,-19.73,-3.366,14.65,-0.4003,-0.5384,-0.458,0.0
29141,291.41,-11.28,-1.571,7.801,-0.4004,-0.5383,-0.4581,0.0
29142,291.42,-5.235,-3.815,15.22,-0.4004,-0.5384,-0.458,0.0
29143,291.43,-5.235,-5.386,15.6,-0.4005,-0.5384,-0.458,0.0
29144,291.44,0.0,-0.4488,3.425,-0.4005,-0.5384,-0.458,0.0
29145,291.45,0.0,2.02,12.75,-0.4005,-0.5384,-0.458,0.0
29146,291.46,-4.027,-0.4488,13.13,-0.4005,-0.5384,-0.458,0.0
29147,291.47,-9.262,0.0,4.947,-0.4005,-0.5384,-0.4581,0.0
29148,291.48,-5.235,5.386,19.6,-0.4006,-0.5384,-0.4581,0.0
29149,291.49,0.4027,6.284,6.849,-0.4007,-0.5384,-0.4581,0.0
29150,291.5,0.4027,-2.02,-2.854,-0.4008,-0.5383,-0.4581,0.0
29151,291.51,14.5,8.303,-3.425,-0.4008,-0.5383,-0.4581,0.0
29152,291.52,15.71,2.917,6.279,-0.4009,-0.5383,-0.4581,0.0
29153,291.53,13.69,-2.917,1.522,-0.4009,-0.5382,-0.4581,0.0
29154,291.54,11.28,2.469,8.372,-0.4008,-0.5381,-0.4582,0.0
29155,291.55,15.71,9.201,7.23,-0.4008,-0.5379,-0.4583,0.0
29156,291.56,1.611,7.406,-0.9513,-0.4008,-0.5378,-0.4585,0.0
29157,291.57,0.0,14.59,-5.898,-0.4008,-0.5376,-0.4586,0.0
29158,291.58,-8.457,9.874,-0.9513,-0.4008,-0.5375,-0.4586,0.0
29159,291.59,-10.07,5.386,3.425,-0.4009,-0.5374,-0.4588,0.0
29160,291.6,-6.443,13.69,3.996,-0.4009,-0.5373,-0.4588,0.0
29161,291.61,-0.4027,5.835,5.327,-0.401,-0.5373,-0.4589,0.0
29162,291.62,15.3,19.52,7.23,-0.401,-0.5371,-0.459,0.0
29163,291.63,4.027,5.386,2.854,-0.4011,-0.537,-0.4591,0.0
29164,291.64,6.041,5.386,4.947,-0.4011,-0.5369,-0.4592,0.0
29165,291.65,-2.014,1.571,9.703,-0.4011,-0.5367,-0.4594,0.0
29166,291.66,-2.416,3.815,12.75,-0.4011,-0.5366,-0.4596,0.0
29167,291.67,-0.4027,4.937,6.279,-0.4012,-0.5364,-0.4597,0.0
29168,291.68,-10.07,0.0,1.903,-0.4013,-0.5362,-0.4599,0.0
29169,291.69,-2.416,3.815,-4.376,-0.4013,-0.536,-0.4601,0.0
29170,291.7,-6.443,0.8977,8.752,-0.4014,-0.5359,-0.4602,0.0
29171,291.71,-1.611,5.835,9.703,-0.4015,-0.5358,-0.4604,0.0
29172,291.72,0.4027,2.917,3.425,-0.4016,-0.5357,-0.4605,0.0
29173,291.73,-3.222,-3.366,6.279,-0.4017,-0.5356,-0.4605,0.0
29174,291.74,-0.4027,2.02,9.703,-0.4018,-0.5354,-0.4607,0.0
29175,291.75,4.027,0.8977,0.0,-0.4019,-0.5353,-0.4608,0.0
29176,291.76,-1.611,-0.8977,9.703,-0.402,-0.5351,-0.461,0.0
29177,291.77,-4.43,-0.8977,-1.903,-0.4021,-0.535,-0.4612,0.0
29178,291.78,-0.8054,-2.469,-0.9513,-0.4021,-0.5349,-0.4613,0.0
29179,291.79,-3.222,-7.406,4.376,-0.4021,-0.5348,-0.4615,0.0
29180,291.8,4.43,-3.815,8.752,-0.4021,-0.5347,-0.4617,0.0
29181,291.81,14.09,2.917,2.854,-0.4021,-0.5346,-0.4618,0.0
29182,291.82,1.611,-4.937,8.752,-0.4021,-0.5345,-0.462,0.0
29183,291.83,6.443,-2.02,8.372,-0.4021,-0.5345,-0.4621,0.0
29184,291.84,-2.416,-7.855,17.12,-0.402,-0.5344,-0.4622,0.0
29185,291.85,-9.665,-3.366,6.849,-0.402,-0.5343,-0.4622,0.0
29186,291.86,-12.08,-5.386,10.27,-0.4019,-0.5342,-0.4623,0.0
29187,291.87,-16.51,-6.733,0.0,-0.4019,-0.5341,-0.4624,0.0
29188,291.88,-7.249,-2.02,3.996,-0.4019,-0.534,-0.4624,0.0
29189,291.89,-5.235,0.4488,4.376,-0.4019,-0.534,-0.4625,0.0
29190,291.9,6.041,-1.571,4.947,-0.4018,-0.5338,-0.4626,0.0
29191,291.91,10.07,0.0,-2.854,-0.4018,-0.5337,-0.4627,0.0
29192,291.92,20.14,2.917,5.327,-0.4017,-0.5336,-0.4628,0.0
29193,291.93,22.95,0.4488,0.9513,-0.4016,-0.5335,-0.4629,0.0
29194,291.94,23.76,5.835,-6.849,-0.4015,-0.5333,-0.463,0.0
29195,291.95,16.91,2.469,1.522,-0.4014,-0.5332,-0.4631,0.0
29196,291.96,2.819,-3.815,0.0,-0.4013,-0.5329,-0.4633,0.0
29197,291.97,1.611,6.284,-5.327,-0.4013,-0.5328,-0.4634,0.0
29198,291.98,-4.832,0.8977,5.898,-0.4012,-0.5326,-0.4635,0.0
29199,291.99,-16.91,0.4488,2.854,-0.4011,-0.5324,-0.4637,0.0
29200,292.0,-18.52,2.917,2.854,-0.401,-0.5322,-0.4638,0.0
29201,292.01,-16.91,0.8977,-0.5708,-0.4009,-0.532,-0.464,0.0
29202,292.02,-20.94,-2.02,-0.5708,-0.4008,-0.5319,-0.4642,0.0
29203,292.03,-6.846,9.874,6.849,-0.4008,-0.5317,-0.4643,0.0
29204,292.04,-5.235,7.406,5.898,-0.4007,-0.5316,-0.4644,0.0
29205,292.05,1.611,-3.815,8.372,-0.4007,-0.5315,-0.4646,0.0
29206,292.06,5.235,-2.917,5.898,-0.4008,-0.5313,-0.4647,0.0
29207,292.07,4.43,-9.201,-1.522,-0.4008,-0.5312,-0.4648,0.0
29208,292.08,-4.832,-12.12,-1.903,-0.4009,-0.5312,-0.4648,0.0
29209,292.09,-4.832,-7.855,1.903,-0.4008,-0.5311,-0.4649,0.0
29210,292.1,-10.87,-10.32,-5.327,-0.4009,-0.531,-0.465,0.0
29211,292.11,-11.28,-6.733,5.327,-0.4009,-0.531,-0.465,0.0
29212,292.12,-6.846,-8.303,-0.5708,-0.4009,-0.531,-0.465,0.0
29213,292.13,3.222,2.917,2.854,-0.4009,-0.531,-0.4651,0.0
29214,292.14,0.8054,3.815,-2.854,-0.4009,-0.5309,-0.4651,0.0
29215,292.15,-0.4027,3.815,2.854,-0.4009,-0.5308,-0.465,0.0
29216,292.16,-2.014,-2.02,-2.854,-0.4009,-0.5308,-0.4651,0.0
29217,292.17,-1.611,-7.406,15.6,-0.401,-0.5307,-0.4651,0.0
29218,292.18,-5.235,-4.937,11.8,-0.401,-0.5308,-0.4651,0.0
29219,292.19,-5.235,-5.835,-4.947,-0.4011,-0.5308,-0.465,0.0
29220,292.2,-2.416,-3.366,20.55,-0.4011,-0.531,-0.465,0.0
29221,292.21,-5.235,1.571,14.65,-0.4011,-0.5311,-0.4649,0.0
29222,292.22,-7.651,-6.284,15.6,-0.4012,-0.5312,-0.4648,0.0
29223,292.23,-6.846,-4.488,18.65,-0.4011,-0.5313,-0.4647,0.0
29224,292.24,-2.014,-9.201,22.45,-0.4012,-0.5315,-0.4646,0.0
29225,292.25,2.819,-1.571,12.18,-0.4012,-0.5317,-0.4644,0.0
29226,292.26,-1.611,-6.733,7.801,-0.4012,-0.5318,-0.4643,0.0
29227,292.27,-1.611,-10.32,8.752,-0.4012,-0.532,-0.464,0.0
29228,292.28,-6.041,-5.835,9.323,-0.4013,-0.532,-0.4639,0.0
29229,292.29,-9.665,-4.488,4.947,-0.4013,-0.5321,-0.4637,0.0
29230,292.3,-10.87,-10.77,8.752,-0.4015,-0.5322,-0.4635,0.0
29231,292.31,-17.72,-4.488,-3.996,-0.4015,-0.5323,-0.4633,0.0
29232,292.32,-16.51,0.0,0.0,-0.4014,-0.5325,-0.4632,0.0
29233,292.33,-13.69,0.4488,-2.473,-0.4015,-0.5327,-0.463,0.0
29234,292.34,-4.43,5.835,3.425,-0.4014,-0.5329,-0.4628,0.0
29235,292.35,0.0,4.937,3.425,-0.4013,-0.533,-0.4626,0.0
29236,292.36,10.87,6.284,9.703,-0.4013,-0.5332,-0.4624,0.0
29237,292.37,2.014,-4.937,8.372,-0.4012,-0.5333,-0.4622,0.0
29238,292.38,8.859,2.02,-4.947,-0.4012,-0.5335,-0.4621,0.0
29239,292.39,-7.651,-9.201,-3.996,-0.4011,-0.5337,-0.4619,0.0
29240,292.4,-2.819,-9.201,-1.522,-0.401,-0.5339,-0.4618,0.0
29241,292.41,-2.014,-1.571,-5.898,-0.4009,-0.534,-0.4618,0.0
29242,292.42,4.027,2.02,10.65,-0.4008,-0.5342,-0.4617,0.0
29243,292.43,6.443,3.815,9.703,-0.4007,-0.5345,-0.4615,0.0
29244,292.44,14.5,10.77,17.12,-0.4005,-0.5348,-0.4613,0.0
29245,292.45,8.859,2.469,19.6,-0.4004,-0.535,-0.461,0.0
29246,292.46,9.665,3.366,6.849,-0.4002,-0.5352,-0.4608,0.0
29247,292.47,2.014,-2.02,18.08,-0.4001,-0.5355,-0.4605,0.0
29248,292.48,-2.819,-9.201,21.88,-0.4,-0.5357,-0.4602,0.0
29249,292.49,2.416,2.02,13.7,-0.3998,-0.5358,-0.46,0.0
29250,292.5,-0.8054,4.937,26.45,-0.3997,-0.5359,-0.4599,0.0
29251,292.51,-3.222,6.284,27.4,-0.3995,-0.5361,-0.4597,0.0
29252,292.52,-4.027,6.733,21.5,-0.3993,-0.5362,-0.4595,0.0
29253,292.53,-8.457,0.8977,14.65,-0.3991,-0.5364,-0.4593,0.0
29254,292.54,-14.09,3.366,19.6,-0.399,-0.5365,-0.4591,0.0
29255,292.55,-8.457,2.469,17.12,-0.3989,-0.5366,-0.4589,0.0
29256,292.56,-14.5,-4.488,14.08,-0.3989,-0.5368,-0.4587,0.0
29257,292.57,-21.34,-0.8977,13.13,-0.3989,-0.5368,-0.4585,0.0
29258,292.58,-22.15,-4.488,12.75,-0.3988,-0.537,-0.4584,0.0
29259,292.59,-15.71,0.4488,3.996,-0.3988,-0.5372,-0.4582,0.0
29260,292.6,-15.71,-1.571,8.372,-0.3988,-0.5375,-0.458,0.0
29261,292.61,-6.846,3.366,9.323,-0.3988,-0.5377,-0.4578,0.0
29262,292.62,-6.443,0.0,4.947,-0.3988,-0.5379,-0.4577,0.0
29263,292.63,2.014,0.4488,1.522,-0.3988,-0.5381,-0.4575,0.0
29264,292.64,12.08,3.815,3.996,-0.3988,-0.5383,-0.4572,0.0
29265,292.65,9.262,-5.835,20.55,-0.3987,-0.5384,-0.457,0.0
29266,292.66,2.819,-7.406,8.752,-0.3986,-0.5385,-0.4568,0.0
29267,292.67,19.73,0.0,9.323,-0.3983,-0.5386,-0.4566,0.0
29268,292.68,14.5,-8.303,-3.996,-0.3982,-0.5388,-0.4563,0.0
29269,292.69,8.457,2.469,-11.23,-0.3979,-0.5389,-0.4561,0.0
29270,292.7,-1.611,7.406,-12.75,-0.3977,-0.539,-0.456,0.0
29271,292.71,-1.611,12.79,-9.703,-0.3976,-0.539,-0.4559,0.0
29272,292.72,-13.69,13.24,-6.279,-0.3975,-0.539,-0.4558,0.0
29273,292.73,-4.027,12.79,1.903,-0.3974,-0.539,-0.4557,0.0
29274,292.74,0.0,12.12,0.0,-0.3974,-0.5391,-0.4555,0.0
29275,292.75,0.0,0.0,5.327,-0.3974,-0.5392,-0.4554,0.0
29276,292.76,4.832,-2.469,-3.996,-0.3974,-0.5393,-0.4553,0.0
29277,292.77,14.09,2.917,-1.903,-0.3974,-0.5393,-0.4552,0.0
29278,292.78,4.43,-2.917,4.376,-0.3973,-0.5393,-0.4551,0.0
29279,292.79,2.416,5.386,11.8,-0.3972,-0.5394,-0.4551,0.0
29280,292.8,-8.859,0.4488,9.703,-0.3971,-0.5395,-0.455,0.0
29281,292.81,-8.457,10.32,9.703,-0.397,-0.5396,-0.4549,0.0
29282,292.82,-24.97,5.386,14.08,-0.3969,-0.5398,-0.4547,0.0
29283,292.83,-27.38,8.752,9.323,-0.3969,-0.5399,-0.4545,0.0
29284,292.84,-22.55,5.835,12.18,-0.3969,-0.5401,-0.4543,0.0
29285,292.85,-16.51,6.284,30.25,-0.397,-0.5403,-0.4542,0.0
29286,292.86,-16.51,1.571,12.75,-0.3971,-0.5404,-0.4541,0.0
29287,292.87,-2.416,10.77,23.4,-0.3973,-0.5406,-0.454,0.0
29288,292.88,7.651,15.04,10.65,-0.3974,-0.5408,-0.4539,0.0
29289,292.89,8.859,10.32,15.6,-0.3974,-0.541,-0.4539,0.0
29290,292.9,16.11,12.79,11.8,-0.3975,-0.5411,-0.4538,0.0
29291,292.91,23.36,13.24,20.93,-0.3975,-0.5412,-0.4538,0.0
29292,292.92,22.15,6.284,11.8,-0.3975,-0.5413,-0.4538,0.0
29293,292.93,27.38,12.12,10.27,-0.3974,-0.5413,-0.4539,0.0
29294,292.94,15.3,13.24,2.854,-0.3973,-0.5414,-0.454,0.0
29295,292.95,11.28,22.44,8.752,-0.3972,-0.5414,-0.4541,0.0
29296,292.96,14.5,21.54,2.854,-0.3972,-0.5413,-0.4542,0.0
29297,292.97,13.29,5.835,9.323,-0.3971,-0.5412,-0.4544,0.0
29298,292.98,22.95,0.0,9.323,-0.3971,-0.5409,-0.4546,0.0
29299,292.99,23.36,-2.469,13.13,-0.3969,-0.5407,-0.4548,0.0
29300,293.0,16.91,-12.79,13.7,-0.3967,-0.5404,-0.4551,0.0
29301,293.01,12.08,-11.67,1.522,-0.3965,-0.5402,-0.4554,0.0
29302,293.02,8.859,-6.284,-14.08,-0.3963,-0.54,-0.4558,0.0
29303,293.03,-0.4027,0.0,-6.279,-0.3961,-0.5397,-0.4562,0.0
29304,293.04,-0.8054,2.917,2.473,-0.3959,-0.5395,-0.4564,0.0
29305,293.05,-2.819,5.835,1.903,-0.3957,-0.5392,-0.4566,0.0
29306,293.06,-18.93,-13.69,8.372,-0.3955,-0.539,-0.4568,0.0
29307,293.07,-24.56,-10.32,17.12,-0.3954,-0.5388,-0.4569,0.0
29308,293.08,-29.8,-10.32,11.23,-0.3953,-0.5386,-0.4569,0.0
29309,293.09,-37.05,-24.46,0.9513,-0.3953,-0.5385,-0.4569,0.0
29310,293.1,-35.04,-19.52,10.65,-0.3952,-0.5384,-0.4569,0.0
29311,293.11,-22.15,-18.63,17.12,-0.3952,-0.5385,-0.4568,0.0
29312,293.12,-10.07,-15.71,2.854,-0.3951,-0.5385,-0.4568,0.0
29313,293.13,1.611,-4.488,-7.23,-0.3949,-0.5386,-0.4568,0.0
29314,293.14,5.235,3.366,3.996,-0.3947,-0.5387,-0.4568,0.0
29315,293.15,6.846,12.79,-4.947,-0.3945,-0.5387,-0.4567,0.0
29316,293.16,4.832,11.67,-5.898,-0.3944,-0.5388,-0.4566,0.0
29317,293.17,12.08,16.16,-6.849,-0.3943,-0.5389,-0.4565,0.0
29318,293.18,2.014,10.77,-12.75,-0.3942,-0.5389,-0.4564,0.0
29319,293.19,-4.027,0.0,-4.947,-0.3942,-0.539,-0.4564,0.0
29320,293.2,4.43,9.201,2.473,-0.3942,-0.5391,-0.4563,0.0
29321,293.21,7.651,9.201,4.376,-0.3942,-0.5392,-0.4562,0.0
29322,293.22,4.43,11.22,7.801,-0.3942,-0.5393,-0.4561,0.0
29323,293.23,2.014,12.79,0.0,-0.3941,-0.5394,-0.4561,0.0
29324,293.24,11.68,21.1,15.22,-0.3941,-0.5395,-0.456,0.0
29325,293.25,11.28,10.32,2.473,-0.394,-0.5396,-0.456,0.0
29326,293.26,13.29,18.18,7.23,-0.3939,-0.5396,-0.456,0.0
29327,293.27,0.8054,5.386,8.752,-0.3939,-0.5395,-0.4559,0.0
29328,293.28,2.416,5.386,22.45,-0.3939,-0.5395,-0.4559,0.0
29329,293.29,-1.611,-2.02,9.703,-0.3939,-0.5394,-0.4559,0.0
29330,293.3,-9.665,-9.874,11.8,-0.394,-0.5394,-0.4559,0.0
29331,293.31,-4.43,-8.752,-1.903,-0.394,-0.5394,-0.4559,0.0
29332,293.32,6.443,-0.8977,2.473,-0.394,-0.5394,-0.4559,0.0
29333,293.33,10.07,-9.201,6.279,-0.3939,-0.5395,-0.4558,0.0
29334,293.34,9.665,0.4488,6.279,-0.3938,-0.5395,-0.4559,0.0
29335,293.35,8.457,3.815,4.376,-0.3936,-0.5395,-0.4558,0.0
29336,293.36,12.89,11.22,18.65,-0.3933,-0.5394,-0.4558,0.0
29337,293.37,-2.416,0.0,12.18,-0.3932,-0.5394,-0.4557,0.0
29338,293.38,-10.07,9.874,17.5,-0.393,-0.5393,-0.4557,0.0
29339,293.39,-22.95,4.937,8.752,-0.3929,-0.5393,-0.4555,0.0
29340,293.4,-27.38,8.303,7.23,-0.3928,-0.5393,-0.4555,0.0
29341,293.41,-23.36,7.406,11.23,-0.3928,-0.5392,-0.4555,0.0
29342,293.42,-18.52,8.303,7.801,-0.3928,-0.5392,-0.4555,0.0
29343,293.43,-2.014,8.752,5.327,-0.3927,-0.5392,-0.4555,0.0
29344,293.44,2.416,8.303,5.898,-0.3927,-0.5392,-0.4555,0.0
29345,293.45,13.29,8.752,10.27,-0.3927,-0.5392,-0.4556,0.0
29346,293.46,8.457,10.32,3.425,-0.3926,-0.5392,-0.4557,0.0
29347,293.47,7.651,9.201,7.801,-0.3926,-0.5392,-0.4557,0.0
29348,293.48,-2.416,8.303,8.372,-0.3926,-0.5392,-0.4558,0.0
29349,293.49,-20.14,3.815,5.327,-0.3927,-0.5391,-0.4558,0.0
29350,293.5,-34.63,2.469,4.947,-0.3927,-0.5393,-0.4558,0.0
29351,293.51,-32.22,5.386,4.376,-0.3929,-0.5393,-0.4559,0.0
29352,293.52,-22.15,12.12,-4.376,-0.393,-0.5395,-0.456,0.0
29353,293.53,-8.859,20.42,2.854,-0.3933,-0.5397,-0.4561,0.0
29354,293.54,4.832,30.3,19.03,-0.3935,-0.5398,-0.4563,0.0
29355,293.55,7.249,18.18,15.22,-0.3938,-0.5399,-0.4564,0.0
29356,293.56,14.5,18.18,8.372,-0.3942,-0.5399,-0.4565,0.0
29357,293.57,4.027,4.937,19.03,-0.3946,-0.5399,-0.4566,0.0
29358,293.58,-0.8054,0.0,9.323,-0.395,-0.5398,-0.4567,0.0
29359,293.59,-21.34,-11.67,3.996,-0.3954,-0.5398,-0.4568,0.0
29360,293.6,-16.51,-7.855,14.08,-0.3958,-0.5398,-0.4569,0.0
29361,293.61,-19.73,-4.488,0.0,-0.3961,-0.5398,-0.457,0.0
29362,293.62,-24.56,-1.571,16.55,-0.3964,-0.5398,-0.4572,0.0
29363,293.63,-20.54,6.284,11.23,-0.3968,-0.5398,-0.4573,0.0
29364,293.64,-11.28,10.77,-0.9513,-0.3971,-0.5399,-0.4574,0.0
29365,293.65,0.0,8.303,13.7,-0.3975,-0.5399,-0.4575,0.0
29366,293.66,14.5,4.488,2.473,-0.3979,-0.54,-0.4574,0.0
29367,293.67,20.54,-3.815,5.898,-0.3982,-0.5401,-0.4574,0.0
29368,293.68,16.51,-15.04,0.5708,-0.3985,-0.5401,-0.4574,0.0
29369,293.69,19.73,-15.04,7.23,-0.3986,-0.5401,-0.4575,0.0
29370,293.7,11.68,-15.04,5.327,-0.3988,-0.5401,-0.4576,0.0
29371,293.71,6.041,-4.488,-5.898,-0.3988,-0.5401,-0.4577,0.0
29372,293.72,4.832,4.937,10.65,-0.3989,-0.5401,-0.4578,0.0
29373,293.73,2.819,9.874,-0.9513,-0.399,-0.5401,-0.4579,0.0
29374,293.74,7.651,16.16,-1.522,-0.3991,-0.5401,-0.4579,0.0
29375,293.75,4.832,6.733,-0.9513,-0.3992,-0.5401,-0.4579,0.0
29376,293.76,10.87,2.02,13.13,-0.3994,-0.54,-0.4578,0.0
29377,293.77,11.28,-4.937,13.7,-0.3996,-0.5399,-0.4578,0.0
29378,293.78,10.87,3.815,2.854,-0.3997,-0.5399,-0.4579,0.0
29379,293.79,1.611,-10.77,19.98,-0.3999,-0.5399,-0.4578,0.0
29380,293.8,-0.8054,-10.77,-2.473,-0.3999,-0.5399,-0.4579,0.0
29381,293.81,14.09,2.02,24.92,-0.4,-0.5399,-0.4579,0.0
29382,293.82,8.457,-0.8977,29.3,-0.4,-0.5399,-0.4579,0.0
29383,293.83,1.611,-3.366,23.4,-0.4001,-0.54,-0.458,0.0
29384,293.84,0.0,2.02,24.35,-0.4,-0.54,-0.458,0.0
29385,293.85,-2.819,5.835,22.45,-0.3999,-0.5399,-0.458,0.0
29386,293.86,-7.249,0.0,30.82,-0.3999,-0.5399,-0.458,0.0
29387,293.87,-2.819,7.406,21.5,-0.3999,-0.5399,-0.4581,0.0
29388,293.88,-0.4027,8.303,26.45,-0.3999,-0.5398,-0.4582,0.0
29389,293.89,-2.819,0.0,19.98,-0.3999,-0.5397,-0.4582,0.0
29390,293.9,2.416,9.874,19.03,-0.3999,-0.5396,-0.4583,0.0
29391,293.91,-0.4027,7.406,12.18,-0.3999,-0.5394,-0.4584,0.0
29392,293.92,2.014,5.386,22.45,-0.3999,-0.5392,-0.4585,0.0
29393,293.93,4.43,4.937,5.327,-0.4,-0.539,-0.4586,0.0
29394,293.94,3.222,0.4488,9.323,-0.4,-0.5388,-0.4587,0.0
29395,293.95,2.416,2.02,12.18,-0.4,-0.5386,-0.4589,0.0
29396,293.96,-11.28,-9.201,5.327,-0.3999,-0.5384,-0.459,0.0
29397,293.97,-14.5,-15.04,6.279,-0.3999,-0.5382,-0.4592,0.0
29398,293.98,-14.5,-12.79,10.65,-0.3999,-0.5381,-0.4593,0.0
29399,293.99,-12.08,-11.22,13.7,-0.3999,-0.538,-0.4594,0.0
29400,294.0,-8.859,-11.67,1.522,-0.3998,-0.538,-0.4595,0.0
29401,294.01,0.4027,-8.752,10.65,-0.3997,-0.5379,-0.4596,0.0
29402,294.02,0.8054,-11.22,7.801,-0.3997,-0.5379,-0.4596,0.0
29403,294.03,2.819,-8.303,19.98,-0.3996,-0.5379,-0.4596,0.0
29404,294.04,5.235,-5.386,18.08,-0.3996,-0.5379,-0.4595,0.0
29405,294.05,2.819,-3.366,3.996,-0.3994,-0.5379,-0.4594,0.0
29406,294.06,-2.819,-0.8977,8.372,-0.3993,-0.5378,-0.4594,0.0
29407,294.07,-4.027,-2.469,1.903,-0.3992,-0.5378,-0.4594,0.0
29408,294.08,-2.014,-0.8977,-0.9513,-0.3991,-0.5378,-0.4593,0.0
29409,294.09,-1.611,0.0,-0.9513,-0.3989,-0.5377,-0.4592,0.0
29410,294.1,4.832,2.02,-1.522,-0.3987,-0.5377,-0.4591,0.0
29411,294.11,5.235,0.0,13.7,-0.3985,-0.5376,-0.4589,0.0
29412,294.12,5.235,2.917,0.0,-0.3983,-0.5376,-0.4588,0.0
29413,294.13,4.027,3.815,9.703,-0.398,-0.5376,-0.4588,0.0
29414,294.14,-2.014,4.937,2.854,-0.3978,-0.5376,-0.4587,0.0
29415,294.15,-4.027,5.835,3.425,-0.3976,-0.5376,-0.4586,0.0
29416,294.16,-10.07,3.815,16.17,-0.3974,-0.5375,-0.4585,0.0
29417,294.17,-9.665,1.571,7.23,-0.3971,-0.5376,-0.4584,0.0
29418,294.18,-12.08,0.0,11.23,-0.3969,-0.5376,-0.4583,0.0
29419,294.19,1.611,4.488,1.522,-0.3966,-0.5377,-0.4582,0.0
29420,294.2,3.222,0.8977,0.9513,-0.3964,-0.5377,-0.4582,0.0
29421,294.21,13.69,5.835,10.65,-0.3961,-0.5378,-0.4582,0.0
29422,294.22,19.73,15.04,11.8,-0.3958,-0.5378,-0.4581,0.0
29423,294.23,11.68,7.855,6.849,-0.3955,-0.5378,-0.458,0.0
29424,294.24,1.611,9.874,8.372,-0.3953,-0.5378,-0.458,0.0
29425,294.25,-1.611,10.32,4.376,-0.395,-0.5378,-0.458,0.0
